FBbt_id	FBbt_name	gene_id	gene_name	definition
FBbt:00007432	adult LP neuron	FBgn0032336	AstC	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0187530"",""FlyBase:FBrf0241449"",""FlyBase:FBrf0195358"",""FlyBase:FBrf0253200"",""FlyBase:FBrf0183981"",""FlyBase:FBrf0241130""]},""value"":""Adult period-expressing neuron with its soma in the cell body rind of the posterior lateral protocerebrum, medial to the LNd cluster (Shafer et al., 2006; Helfrich-Forster, 2005; Reinhard et al., 2022). Its neurite bifurcates in the superior clamp, sending branches to the superior lateral and superior medial protocerebra, where it arborizes (Reinhard et al., 2022). It is glutamatergic and expresses the Allatostatin A, Allatostatin C and Diuretic hormone 31 neuropeptides at varying levels throughout the day (Diaz et al., 2019; Ni et al., 2019; Reinhard et al., 2022). It is involved in regulation of circadian sleep and activity levels (Ni et al., 2019; Reinhard et al., 2022). There are around three of these cells per hemisphere, with one having a slightly broader arborization pattern and a different connectivity profile compared to the other two (Reinhard et al., 2022).""}']"
FBbt:00007433	Pdf negative s-LNv neuron	FBgn0003068	per	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0231110"",""FlyBase:FBrf0235909"",""FlyBase:FBrf0238313"",""FlyBase:FBrf0243753"",""FlyBase:FBrf0225654"",""FlyBase:FBrf0214354"",""FlyBase:FBrf0101921""]},""value"":""Adult s-LNv neuron that does not express Pdf (FBgn0023178). There is one of these in each ventral cluster of LN period neurons. It is located more dorsally than the s-LNv Pdf neurons (Helfrich-Forster, 2007; Rieger et al., 2006). It extends a single neurite through the medulla that invades the lamina, forming thin arborizations in the lamina cortex near the retina that terminate at the border of the fenestrated glia (Damulewicz and Pyza, 2011). In the central brain, it extends arborizations that predominantly terminate in the neuropil region close to the pars intercerebralis. This neuron also expresses ion transport peptide (ITP) (Schubert et al., 2017). It is an evening cell (Liang et al., 2016; Liang et al., 2017; Delventhal et al., 2019).""}']"
FBbt:00007433	Pdf negative s-LNv neuron	FBgn0014396	tim	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0231110"",""FlyBase:FBrf0235909"",""FlyBase:FBrf0238313"",""FlyBase:FBrf0243753"",""FlyBase:FBrf0225654"",""FlyBase:FBrf0214354"",""FlyBase:FBrf0101921""]},""value"":""Adult s-LNv neuron that does not express Pdf (FBgn0023178). There is one of these in each ventral cluster of LN period neurons. It is located more dorsally than the s-LNv Pdf neurons (Helfrich-Forster, 2007; Rieger et al., 2006). It extends a single neurite through the medulla that invades the lamina, forming thin arborizations in the lamina cortex near the retina that terminate at the border of the fenestrated glia (Damulewicz and Pyza, 2011). In the central brain, it extends arborizations that predominantly terminate in the neuropil region close to the pars intercerebralis. This neuron also expresses ion transport peptide (ITP) (Schubert et al., 2017). It is an evening cell (Liang et al., 2016; Liang et al., 2017; Delventhal et al., 2019).""}']"
FBbt:00007433	Pdf negative s-LNv neuron	FBgn0035023	ITP	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0231110"",""FlyBase:FBrf0235909"",""FlyBase:FBrf0238313"",""FlyBase:FBrf0243753"",""FlyBase:FBrf0225654"",""FlyBase:FBrf0214354"",""FlyBase:FBrf0101921""]},""value"":""Adult s-LNv neuron that does not express Pdf (FBgn0023178). There is one of these in each ventral cluster of LN period neurons. It is located more dorsally than the s-LNv Pdf neurons (Helfrich-Forster, 2007; Rieger et al., 2006). It extends a single neurite through the medulla that invades the lamina, forming thin arborizations in the lamina cortex near the retina that terminate at the border of the fenestrated glia (Damulewicz and Pyza, 2011). In the central brain, it extends arborizations that predominantly terminate in the neuropil region close to the pars intercerebralis. This neuron also expresses ion transport peptide (ITP) (Schubert et al., 2017). It is an evening cell (Liang et al., 2016; Liang et al., 2017; Delventhal et al., 2019).""}']"
FBbt:00007457	larval PTTH neuron of pars lateralis	FBgn0013323	Ptth	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0249161"",""FlyBase:FBrf0134726"",""FlyBase:FBrf0201640"",""FlyBase:FBrf0245906""]},""value"":""Larval neurosecretory neuron that secretes prothoracicotropic hormone (PTTH) and innervates the prothoracic gland (Siegmund and Korge, 2001; McBrayer et al., 2007). It has its soma in the cortex of the lateral protocerebrum (Siegmund and Korge, 2001). It runs along the anterior brain at the cortex/neuropil interface, forming dendritic collaterals, before traversing the midline and entering the contralateral nervus corporis cardiaci to reach the ring gland (Siegmund and Korge, 2001; Huckesfeld et al., 2021). Its peptide release sites are found in the corpus cardiacum and the prothoracic gland (Siegmund and Korge, 2001; Huckesfeld et al., 2021). It expresses corazonin receptor and has close contact with corazonin neurons in the prothoracic gland (Imura et al., 2020). There are two of these cells per hemisphere (Siegmund and Korge, 2001).""}']"
FBbt:00007461	larval corpus allatum innervating neuron CA-LP 1	FBgn0032048	Dh31	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0249161"",""FlyBase:FBrf0134726"",""FlyBase:FBrf0256549""]},""value"":""Larval neurosecretory neuron whose soma is located in the cortex of the antero-dorsal region of the lateral protocerebrum, medial to CA-LP 2, and whose axon projects to the corpus allatum (Siegmund and Korge, 2001). Its axon runs caudally on a slightly curved path to join the nervus corporis cardiaci (Siegmund and Korge, 2001). It passes the corpus cardiacum and the lateral limb of the prothoracic gland to reach the corpus allatum, where it has its peptide release sites (Siegmund and Korge, 2001; Huckesfeld et al., 2021). It expresses Diuretic hormone 31 (Dh31) (Kurogi et al., 2023). There is one of these cells per hemisphere (Siegmund and Korge, 2001).""}']"
FBbt:00007462	larval corpus allatum innervating neuron CA-LP 2	FBgn0032048	Dh31	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0249161"",""FlyBase:FBrf0134726"",""FlyBase:FBrf0256549""]},""value"":""Larval neurosecretory neuron whose soma is located in the cortex of the lateral protocerebrum, lateral to CA-LP 1, and whose axon projects to the corpus allatum (Siegmund and Korge, 2001). Its axon follows an anterior path towards the mushroom body, then one branch joins the nervus corporis cardiaci and a smaller branch extends towards the midline (Siegmund and Korge, 2001). The main branch projects to the corpus allatum, where it has its peptide release sites (Siegmund and Korge, 2001; Huckesfeld et al., 2021). It expresses Diuretic hormone 31 (Dh31) (Kurogi et al., 2023). There are two of these cells per hemisphere (Siegmund and Korge, 2001).""}']"
FBbt:00007468	larval Hugin neuron of the corpus cardiacum	FBgn0028374	Hug	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0200884"",""FlyBase:FBrf0249161"",""FlyBase:FBrf0134726"",""FlyBase:FBrf0214320"",""FlyBase:FBrf0234450""]},""value"":""Larval neuron that expresses Hugin and whose soma is located in the cortex of the medial subesophageal ganglion, just below the esophageal foramen (Siegmund and Korge, 2001; Schlegel et al., 2016). It projects to the ring gland, where it has peptide release sites in the corpus cardiacum and aorta (Siegmund and Korge, 2001; Huckesfeld et al., 2021). The vast majority of its synaptic inputs are in the subesophageal zone, from interneurons, and it does not have synaptic outputs within the central nervous system (Schlegel et al., 2016). There are two of these cells per hemisphere (Siegmund and Korge, 2001; Schlegel et al., 2016).""}']"
FBbt:00047126	Dh44 neuron	FBgn0012344	Dh44	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0228903"",""FlyBase:FBrf0232426"",""FlyBase:FBrf0152168""]},""value"":""A DH44 secreting neuron. Three bilateral pairs of these cells exist in the pars intercerebralis, all of which co-express leucokinin receptor. There are also DH44 neurons in the ventral nerve cord. DH44 neurons have been associated with desiccation tolerance and sugar sensing in the adult.""}']"
FBbt:00047127	adult Dh44 neuron of pars intercerebralis	FBgn0012344	Dh44	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0228903"",""FlyBase:FBrf0227862"",""FlyBase:FBrf0236052"",""FlyBase:FBrf0232426"",""FlyBase:FBrf0240373"",""FlyBase:FBrf0152168""]},""value"":""Diuretic hormone 44 (DH44)-expressing neuron of the adult having a cell body in the pars intercerebralis. There are three of these cells per hemisphere and they all coexpress leucokinin receptor (Cannell et al., 2016). These DH44 neurons synapse with Hugin neurons in the pars intercerebralis, the subesophageal zone and along the midline of the brain between these regions (King et al., 2017). Their subesophageal arborization is predominantly in the prow (Lee et al., 2015). Long axons project to the foregut, anterior midgut and crop (Dus et al., 2015). They can be directly activated by the presence of nutritive sugars (Dus et al., 2015) or a small subset of amino acids (Yang et al., 2018) in the hemolymph.""}']"
FBbt:00047127	adult Dh44 neuron of pars intercerebralis	FBgn0035610	Lkr	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0228903"",""FlyBase:FBrf0227862"",""FlyBase:FBrf0236052"",""FlyBase:FBrf0232426"",""FlyBase:FBrf0240373"",""FlyBase:FBrf0152168""]},""value"":""Diuretic hormone 44 (DH44)-expressing neuron of the adult having a cell body in the pars intercerebralis. There are three of these cells per hemisphere and they all coexpress leucokinin receptor (Cannell et al., 2016). These DH44 neurons synapse with Hugin neurons in the pars intercerebralis, the subesophageal zone and along the midline of the brain between these regions (King et al., 2017). Their subesophageal arborization is predominantly in the prow (Lee et al., 2015). Long axons project to the foregut, anterior midgut and crop (Dus et al., 2015). They can be directly activated by the presence of nutritive sugars (Dus et al., 2015) or a small subset of amino acids (Yang et al., 2018) in the hemolymph.""}']"
FBbt:00047128	larval Dh44 neuron of pars intercerebralis	FBgn0012344	Dh44	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0210278"",""FlyBase:FBrf0249161"",""FlyBase:FBrf0232426"",""FlyBase:FBrf0152168""]},""value"":""Diuretic hormone 44 (Dh44)-expressing neuron having a cell body located in the larval pars intercerebralis (PI). There are three of these cells per hemisphere, and they also express leucokinin receptor (Cabrero et al., 2002). Its dendrites extend ventrally and its axon crosses the midline, loops posteriorly, then anteriorly, joining the nervus corporis cardiaci (Huckesfeld et al., 2021). It has peptide release sites in the aorta and corpus cardiacum (Huckesfeld et al., 2021).""}']"
FBbt:00047128	larval Dh44 neuron of pars intercerebralis	FBgn0035610	Lkr	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0210278"",""FlyBase:FBrf0249161"",""FlyBase:FBrf0232426"",""FlyBase:FBrf0152168""]},""value"":""Diuretic hormone 44 (Dh44)-expressing neuron having a cell body located in the larval pars intercerebralis (PI). There are three of these cells per hemisphere, and they also express leucokinin receptor (Cabrero et al., 2002). Its dendrites extend ventrally and its axon crosses the midline, loops posteriorly, then anteriorly, joining the nervus corporis cardiaci (Huckesfeld et al., 2021). It has peptide release sites in the aorta and corpus cardiacum (Huckesfeld et al., 2021).""}']"
FBbt:00047132	Dh44 neuron of pars intercerebralis	FBgn0012344	Dh44	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0232426"",""FlyBase:FBrf0152168""]},""value"":""Diuretic hormone 44 (DH44)-expressing neuron with a cell body located in the pars intercerebralis. Found in three bilateral pairs that co-express leucokinin receptor.""}']"
FBbt:00047132	Dh44 neuron of pars intercerebralis	FBgn0035610	Lkr	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0232426"",""FlyBase:FBrf0152168""]},""value"":""Diuretic hormone 44 (DH44)-expressing neuron with a cell body located in the pars intercerebralis. Found in three bilateral pairs that co-express leucokinin receptor.""}']"
FBbt:00047134	larval Dh44 neuron of ventral nerve cord	FBgn0012344	Dh44	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0232426"",""FlyBase:FBrf0152168""]},""value"":""DH44-expressing neuron with a cell body located in the larval ventral nerve cord. These neurons are more abundant in the larva and pupa than the adult.""}']"
FBbt:00047135	adult Dh44 neuron of ventral nerve cord	FBgn0012344	Dh44	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0232426""]},""value"":""DH44-expressing neuron with a cell body located in the adult ventral nerve cord. Clusters are present in the prothoracic, mesothoracic and abdominal ganglia. Fewer of these cells exist in the adult than in the larva and pupa.""}']"
FBbt:00047183	extra l-LNv neuron	FBgn0003068	per	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238313""]},""value"":""One neuron per cluster of four l-LNv neurons characterized by its more restricted projection pattern on the surface of the ipsi- and contralateral medulla.""}']"
FBbt:00047183	extra l-LNv neuron	FBgn0014396	tim	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238313""]},""value"":""One neuron per cluster of four l-LNv neurons characterized by its more restricted projection pattern on the surface of the ipsi- and contralateral medulla.""}']"
FBbt:00047183	extra l-LNv neuron	FBgn0023178	Pdf	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238313""]},""value"":""One neuron per cluster of four l-LNv neurons characterized by its more restricted projection pattern on the surface of the ipsi- and contralateral medulla.""}']"
FBbt:00047183	extra l-LNv neuron	FBgn0025680	cry	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238313""]},""value"":""One neuron per cluster of four l-LNv neurons characterized by its more restricted projection pattern on the surface of the ipsi- and contralateral medulla.""}']"
FBbt:00047183	extra l-LNv neuron	FBgn0036260	Rh7	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238313""]},""value"":""One neuron per cluster of four l-LNv neurons characterized by its more restricted projection pattern on the surface of the ipsi- and contralateral medulla.""}']"
FBbt:00047189	ITP and CRY expressing LNd neuron	FBgn0003068	per	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238313""]},""value"":""LNd neuron of the adult brain characterized by the expression of ion transport peptide (ITP) and cryptochrome (CRY). From the cell body in the anterior ventrolateral protocerebrum (AVLP), the neuron projects medially around the anterior optic tract (AOT) and dorsally along the surface of the lateral horn (LH). At the posterior surface of the LH, the neuron branches. One main branch projects towards the medulla, via the posterior lateral protocerebrum (PLP) and the accessory medulla (AME), with extensive further branching. The other main branch innervates the superior neuropils. Projections from both hemispheres overlap in the superior medial protocerebrum (SMP). This describes one of the six LNd neurons per hemisphere.""}']"
FBbt:00047189	ITP and CRY expressing LNd neuron	FBgn0014396	tim	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238313""]},""value"":""LNd neuron of the adult brain characterized by the expression of ion transport peptide (ITP) and cryptochrome (CRY). From the cell body in the anterior ventrolateral protocerebrum (AVLP), the neuron projects medially around the anterior optic tract (AOT) and dorsally along the surface of the lateral horn (LH). At the posterior surface of the LH, the neuron branches. One main branch projects towards the medulla, via the posterior lateral protocerebrum (PLP) and the accessory medulla (AME), with extensive further branching. The other main branch innervates the superior neuropils. Projections from both hemispheres overlap in the superior medial protocerebrum (SMP). This describes one of the six LNd neurons per hemisphere.""}']"
FBbt:00047189	ITP and CRY expressing LNd neuron	FBgn0025680	cry	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238313""]},""value"":""LNd neuron of the adult brain characterized by the expression of ion transport peptide (ITP) and cryptochrome (CRY). From the cell body in the anterior ventrolateral protocerebrum (AVLP), the neuron projects medially around the anterior optic tract (AOT) and dorsally along the surface of the lateral horn (LH). At the posterior surface of the LH, the neuron branches. One main branch projects towards the medulla, via the posterior lateral protocerebrum (PLP) and the accessory medulla (AME), with extensive further branching. The other main branch innervates the superior neuropils. Projections from both hemispheres overlap in the superior medial protocerebrum (SMP). This describes one of the six LNd neurons per hemisphere.""}']"
FBbt:00047189	ITP and CRY expressing LNd neuron	FBgn0035023	ITP	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0238313""]},""value"":""LNd neuron of the adult brain characterized by the expression of ion transport peptide (ITP) and cryptochrome (CRY). From the cell body in the anterior ventrolateral protocerebrum (AVLP), the neuron projects medially around the anterior optic tract (AOT) and dorsally along the surface of the lateral horn (LH). At the posterior surface of the LH, the neuron branches. One main branch projects towards the medulla, via the posterior lateral protocerebrum (PLP) and the accessory medulla (AME), with extensive further branching. The other main branch innervates the superior neuropils. Projections from both hemispheres overlap in the superior medial protocerebrum (SMP). This describes one of the six LNd neurons per hemisphere.""}']"
FBbt:00047216	larval DMS cell of pars intercerebralis	FBgn0011581	Ms	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0210278"",""FlyBase:FBrf0065487"",""FlyBase:FBrf0249161"",""FlyBase:FBrf0134726"",""FlyBase:FBrf0214320""]},""value"":""Neuron of the larval pars intercerebralis (PI) that expresses dromyosuppressin (DMS) (Park et al., 2008). There are two of these cells per hemisphere, and they are distinct from the PI neurons that express insulin like peptides, diuretic hormone 44 and SIFamide (Park et al., 2008; Huckesfeld et al., 2021). It fasciculates with the nervus corporis cardiaci and has peptide release sites in the corpus cardiacum and the aorta (Wegener et al., 2011; Huckesfeld et al., 2021).""}']"
FBbt:00047217	larval SIFamide cell of pars intercerebralis	FBgn0053527	SIFa	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0210278"",""FlyBase:FBrf0194483""]},""value"":""Neuron of the larval pars intercerebralis (PI) that expresses SIFamide (SIFa) as well as dimmed. There are two of these cells per hemisphere. These cells are distinct from the PI neurons that express insulin like peptides, diuretic hormone 44 and dromyosuppressin. The four neurons each have a major axon which projects to the contralateral side and extends into the ventral nerve cord, while a minor one projects to the deutocerebrum and tritocerebrum (Terhzaz et al., 2007).""}']"
FBbt:00047229	Ilp7 neuron	FBgn0044046	Ilp7	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0222499"",""FlyBase:FBrf0204880""]},""value"":""Ilp7-expressing neuron. All identified Ilp7 neurons are found in the abdominal segment of the larval or adult ventral nerve cord. There is one dorsal pair in the A1 (abdominal 1) neuromere, one lateral pair in each of A1-4 and a posterior group (Miguel-Aliaga et al., 2008; Castellanos et al., 2013).""}']"
FBbt:00047230	embryonic/larval Ilp7 neuron	FBgn0044046	Ilp7	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0204880""]},""value"":""Ilp7 neuron of the embryo or larva. These are found in the abdominal neuromeres of the ventral nerve cord. By third instar stage, there are two lateral Ilp7 neurons in each of abdominal (A) neuromeres 1-4, a dorsal pair in A1, and two posterior neurons in each of neuromeres A6-A9.""}']"
FBbt:00047231	adult Ilp7 neuron	FBgn0044046	Ilp7	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0222499"",""FlyBase:FBrf0204880""]},""value"":""Ilp7 neuron of the adult. These are found in the abdominal neuromere. There is one dorsal pair of cells, four lateral pairs of cells and a posterior cluster of cells.""}']"
FBbt:00047232	embryonic/larval dorsal Ilp7 neuron	FBgn0032840	sNPF	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0236204"",""FlyBase:FBrf0204880""]},""value"":""Ilp7-expressing neuron of the embryo or larva that belongs to the dorsal pair (one cell per hemineuromere) with cell bodies in abdominal neuromere 1 (Miguel-Aliaga et al., 2008). Unlike other Ilp7 neurons, it also expresses sNPF (Hu et al., 2017). It extends anteriorly and posteriorly along the length of the ventral nerve cord and its axon terminals reach the pars intercerebralis (Hu et al., 2017). It receives input from multidendritic neurons, including class IV neurons (Hu et al., 2017) and its activity can enhance, but not induce, mechanonociceptive responses, dependent on sNPF (Hu et al., 2017).""}']"
FBbt:00047232	embryonic/larval dorsal Ilp7 neuron	FBgn0044046	Ilp7	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0236204"",""FlyBase:FBrf0204880""]},""value"":""Ilp7-expressing neuron of the embryo or larva that belongs to the dorsal pair (one cell per hemineuromere) with cell bodies in abdominal neuromere 1 (Miguel-Aliaga et al., 2008). Unlike other Ilp7 neurons, it also expresses sNPF (Hu et al., 2017). It extends anteriorly and posteriorly along the length of the ventral nerve cord and its axon terminals reach the pars intercerebralis (Hu et al., 2017). It receives input from multidendritic neurons, including class IV neurons (Hu et al., 2017) and its activity can enhance, but not induce, mechanonociceptive responses, dependent on sNPF (Hu et al., 2017).""}']"
FBbt:00047233	larval lateral Ilp7 neuron	FBgn0044046	Ilp7	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0204880""]},""value"":""Ilp7-expressing neuron of the larva found laterally in the anterior part of the abdominal neuromere. Ilp7 positive cell bodies can be seen in this position from second instar stage onwards with maximal numbers at third instar stage. There are up to four pairs, one in each of abdominal neuromeres 1-4.""}']"
FBbt:00047234	adult dorsal Ilp7 neuron	FBgn0044046	Ilp7	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0222499""]},""value"":""Anteriormost Ilp7 neuron of the adult abdominal neuromere. There is one bilateral pair of these cells.""}']"
FBbt:00047235	adult lateral Ilp7 neuron	FBgn0044046	Ilp7	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0222499"",""FlyBase:FBrf0204880""]},""value"":""Ilp7-expressing neuron of the adult found laterally in the anterior part of the abdominal neuromere. These are visible as four bilateral pairs.""}']"
FBbt:00047236	adult posterior Ilp7 neuron	FBgn0044046	Ilp7	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0222499"",""FlyBase:FBrf0204880""]},""value"":""Ilp7-expressing neuron of the posteriormost cluster of Ilp7 neurons in the adult ventral nerve cord.""}']"
FBbt:00047238	adult dorsal posterior Ilp7 (female) neuron	FBgn0004652	fru	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0222499""]},""value"":""Female version of the adult dorsal posterior Ilp7 neuron. This is a glutamatergic motor neuron that innervates the oviduct. There are 4 of these neurons, in a dorsal cluster. These cells are generated by post-embryonic neurogenesis in the late third instar larva. Unlike the male version, this cell does not produce serotonin.""}']"
FBbt:00047238	adult dorsal posterior Ilp7 (female) neuron	FBgn0044046	Ilp7	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0222499""]},""value"":""Female version of the adult dorsal posterior Ilp7 neuron. This is a glutamatergic motor neuron that innervates the oviduct. There are 4 of these neurons, in a dorsal cluster. These cells are generated by post-embryonic neurogenesis in the late third instar larva. Unlike the male version, this cell does not produce serotonin.""}']"
FBbt:00047239	adult dorsal posterior Ilp7 neuron	FBgn0004652	fru	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0222499""]},""value"":""Sexually dimorphic Ilp7 neuron on the dorsal side of the posterior abdominal ganglion, which also expresses fruitless. These cells are generated by post-embryonic neurogenesis in the late third instar larva. They innervate the reproductive tracts.""}']"
FBbt:00047239	adult dorsal posterior Ilp7 neuron	FBgn0044046	Ilp7	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0222499""]},""value"":""Sexually dimorphic Ilp7 neuron on the dorsal side of the posterior abdominal ganglion, which also expresses fruitless. These cells are generated by post-embryonic neurogenesis in the late third instar larva. They innervate the reproductive tracts.""}']"
FBbt:00047240	adult ventral posterior Ilp7 neuron	FBgn0044046	Ilp7	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0222499""]},""value"":""Ilp7-expressing neuron with a cell body in the ventral part of the posterior abdominal neuromere.""}']"
FBbt:00047241	adult large dMP2 Ilp7 neuron	FBgn0044046	Ilp7	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0222499""]},""value"":""Ilp7-expressing neuron of the adult abdominal neuromere. These are embryonic/larval dMP2 Ilp7 neurons that persist into adulthood (with some remodeling) and are part of the ventral posterior cluster of Ilp7 neurons in the adult. There are two of these large cells, which strongly express Ilp7 and innervate the hindgut.""}']"
FBbt:00047242	adult small dMP2 Ilp7 neuron	FBgn0044046	Ilp7	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0222499""]},""value"":""Ilp7-expressing neuron of the adult abdominal neuromere. These are embryonic/larval dMP2 Ilp7 neurons that persist into adulthood (with some remodeling) and are part of the ventral posterior cluster of Ilp7 neurons in the adult. There are four to six of these cells that have weak expression of Ilp7.""}']"
FBbt:00047368	adult abdominal ventral anterior lateral (female) dsx/Mip neuron	FBgn0000504	dsx	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0237271""]},""value"":""Doublesex and myoinhibitory peptide (Mip)-expressing local interneuron of the adult female that has its soma in a relatively ventral and lateral location in the anterior abdominal neuromere (Jang et al., 2017). There are two of these cells per hemisphere in the female and there is no male equivalent (Jang et al., 2017). It extensively innervates the abdominal ganglion, where it has input and output terminals, it also sends an axon along the midline to the metathoracic neuromere, where it has presynaptic terminals (Jang et al., 2017). Its activity is required for normal mating receptivity in virgin flies (Jang et al., 2017).""}']"
FBbt:00047368	adult abdominal ventral anterior lateral (female) dsx/Mip neuron	FBgn0036713	Mip	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0237271""]},""value"":""Doublesex and myoinhibitory peptide (Mip)-expressing local interneuron of the adult female that has its soma in a relatively ventral and lateral location in the anterior abdominal neuromere (Jang et al., 2017). There are two of these cells per hemisphere in the female and there is no male equivalent (Jang et al., 2017). It extensively innervates the abdominal ganglion, where it has input and output terminals, it also sends an axon along the midline to the metathoracic neuromere, where it has presynaptic terminals (Jang et al., 2017). Its activity is required for normal mating receptivity in virgin flies (Jang et al., 2017).""}']"
FBbt:00047427	adult SIFamide cell of pars intercerebralis	FBgn0053527	SIFa	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0179977"",""FlyBase:FBrf0248215"",""FlyBase:FBrf0224987"",""FlyBase:FBrf0194483"",""FlyBase:FBrf0227179""]},""value"":""Neuron of the adult pars intercerebralis (PI) that expresses SIFamide (SIFa) (Verleyen et al., 2004; Terhzaz et al., 2007). There are two of these cells per hemisphere, thought to be the only SIFamide-expressing cells of the adult central nervous system (Terhzaz et al., 2007). They innervate large parts of the brain and ventral nerve cord (Terhzaz et al., 2007), including the mushroom body calyx and alpha lobe slice 3 (Aso et al., 2014). These neurons play a role in inhibiting courtship behavior in males and reducing receptivity in females (Terhzaz et al., 2007).""}']"
FBbt:00047428	SIFamide cell of pars intercerebralis	FBgn0053527	SIFa	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0194483""]},""value"":""Neuron of the pars intercerebralis (PI) that expresses SIFamide (SIFa). There are two of these cells per hemisphere.""}']"
FBbt:00047486	myoinhibitory peptide neuron	FBgn0036713	Mip	"['{""annotations"":{""database_cross_reference"":[""FBC:Autogenerated""]},""value"":""Any neuron (FBbt:00005106) that expresses Mip (FBgn0036713).""}']"
FBbt:00047527	adult myoinhibitory peptide neuron	FBgn0036713	Mip	"['{""annotations"":{""database_cross_reference"":[""FBC:Autogenerated""]},""value"":""Any adult neuron (FBbt:00047095) that expresses Mip (FBgn0036713).""}']"
FBbt:00047537	larval myoinhibitory peptide neuron	FBgn0036713	Mip	"['{""annotations"":{""database_cross_reference"":[""FBC:Autogenerated""]},""value"":""Any embryonic/larval neuron (FBbt:00001446) that expresses Mip (FBgn0036713).""}']"
FBbt:00047538	adult abdominal ventral anterior medial (female) Mip neuron	FBgn0036713	Mip	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0237271""]},""value"":""Myoinhibitory peptide (Mip)-expressing neuron of the adult female that has its soma in a relatively ventral and medial location in the anterior abdominal neuromere (Jang et al., 2017). There are one or two of these cells per hemisphere in the female and there is no male equivalent (Jang et al., 2017). It has higher activity in virgin than mated females and its activity promotes mating receptivity (Jang et al., 2017).""}']"
FBbt:00047737	larval capability neuron	FBgn0039722	Capa	"['{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0146873""]},""value"":""Larval neuron that releases Capability peptide(s). This includes one cell per hemisphere in the subesophageal ganglion and three per hemisphere found in abdominal neuromeres (Kean et al., 2002).""}']"
