species,region,cell_type,hemilineage,neurotransmitter_verified,neurotransmitter_verified_source,neurotransmitter_verified_evidence,neurotransmitter_verified_confidence,root_id,supervoxel_id,position
NA,NA,IN16B061,NA,NA,NA,NA,NA,720575941437607253,76917779835623587,"142071, 143312, 3098"
NA,NA,IN08A036,NA,NA,NA,NA,NA,720575941534942440,77058586245235528,"146002, 144391, 4025"
NA,NA,IN13A035,NA,NA,NA,NA,NA,720575941476032817,77339854794958854,"153876, 138850, 2964"
NA,NA,IN09A010,NA,NA,NA,NA,NA,720575941549987444,76847754688923131,"141138, 151574, 3135"
NA,NA,IN01B007,NA,NA,NA,NA,NA,720575941433058318,77199804501030313,"151074, 157956, 2842"
NA,NA,IN01B010,NA,NA,NA,NA,NA,720575941514995193,77340541989707563,"154067, 159025, 2953"
NA,NA,IN01A035,NA,NA,NA,NA,NA,720575941485181136,76777317225361532,"137416, 150753, 3158"
NA,NA,IN09B048,NA,NA,NA,NA,NA,720575941636500341,76636922998922171,"134350, 160011, 1998"
NA,NA,IN09A043,NA,NA,NA,NA,NA,720575941570203124,76777454664694287,"138902, 154185, 3298"
NA,NA,IN16B045,NA,NA,NA,NA,NA,720575941560277549,76988354738220396,"143406, 148538, 3091"
NA,NA,IN16B058,NA,NA,NA,NA,NA,720575941564097031,76847479744409160,"140757, 144794, 3058"
NA,NA,IN16B070,NA,NA,NA,NA,NA,720575941575840857,76847479810877553,"141221, 144607, 3084"
NA,NA,IN08A036,NA,NA,NA,NA,NA,720575941507257925,76917848622394752,"143339, 143664, 3418"
NA,NA,IN16B061,NA,NA,NA,NA,NA,720575941455572973,76917779768999246,"143079, 142409, 3018"
NA,NA,IN08A008,NA,NA,NA,NA,NA,720575941703171802,77058723482932520,"145414, 148476, 3282"
NA,NA,IN08A046,NA,NA,NA,NA,NA,720575941536301205,76988286287246516,"144323, 145735, 4142"
NA,NA,IN16B055,NA,NA,NA,NA,NA,720575941447596366,76847548530445362,"140510, 145555, 3110"
NA,NA,IN08A041,NA,NA,NA,NA,NA,720575941549474877,77269761331431389,"151718, 146120, 4522"
NA,NA,IN08A019,NA,NA,NA,NA,NA,720575941513027331,76917917341646431,"143157, 146139, 3335"
NA,NA,IN08A026,NA,NA,NA,NA,NA,720575941486128269,76988217567780531,"145142, 144234, 4171"
NA,NA,IN08A036,NA,NA,NA,NA,NA,720575941565385006,76917848555304987,"142866, 143493, 3159"
NA,NA,IN16B094,NA,NA,NA,NA,NA,720575941558675245,77058517458479968,"146325, 141687, 3710"
NA,NA,IN08A021,NA,NA,NA,NA,NA,720575941526672973,77058585842561002,"145765, 144681, 2494"
NA,NA,IN16B020,NA,NA,NA,NA,NA,720575941488553422,76988217366502183,"144055, 144367, 3388"
NA,NA,IN16B022,NA,NA,NA,NA,NA,720575941508295774,77058655031429659,"147148, 146125, 4148"
NA,NA,IN08A050,NA,NA,NA,NA,NA,720575941450559145,76917985994150883,"143294, 147754, 3126"
NA,NA,IN08A049,NA,NA,NA,NA,NA,720575941601470454,76917985994648660,"142793, 147776, 3306"
NA,NA,IN08A034,NA,NA,NA,NA,NA,720575941587315767,76917917543108504,"143233, 146984, 4159"
NA,NA,IN08A036,NA,NA,NA,NA,NA,720575941619869823,76988148714221901,"143930, 142700, 3684"
NA,NA,IN08A050,NA,NA,NA,NA,NA,720575941729957931,76917986128391188,"143130, 147724, 3657"
NA,NA,IN08A036,NA,NA,NA,NA,NA,720575941456024304,76988148714052459,"143959, 142943, 3615"
NA,NA,IN08A036,NA,NA,NA,NA,NA,720575941641502546,76988148714629196,"144459, 141977, 3827"
NA,NA,IN08A026,NA,NA,NA,NA,NA,720575941652057305,77058517592381379,"147409, 142377, 4142"
NA,NA,IN09A085,NA,NA,NA,NA,NA,720575941495655803,76847411024719859,"140652, 142932, 2976"
NA,NA,IN09A003,NA,NA,NA,NA,NA,720575941532496357,77340060953569375,"153803, 145066, 3021"
NA,NA,IN09A072,NA,NA,NA,NA,NA,720575941428294793,76988079793709924,"144919, 140288, 3026"
NA,NA,IN01B025,NA,NA,NA,NA,NA,720575941449948765,76636648120823267,"134149, 153571, 1859"
NA,NA,IN13A035,NA,NA,NA,NA,NA,720575941569662366,77269554703477270,"151741, 140526, 2813"
NA,NA,IN16B050,NA,NA,NA,NA,NA,720575941594865777,76917917409027702,"142557, 145611, 3692"
NA,NA,IN08A024,NA,NA,NA,NA,NA,720575941579639121,76917917342026402,"142930, 146662, 3476"
NA,NA,IN08A026,NA,NA,NA,NA,NA,720575941571600904,77199255081293602,"150496, 142824, 4319"
NA,NA,IN09A069,NA,NA,NA,NA,NA,720575941478579791,76988079793667148,"144700, 140445, 3007"
NA,NA,IN16B042,NA,NA,NA,NA,NA,720575941548082568,77199529690579913,"150018, 150158, 3220"
NA,NA,IN16B034,NA,NA,NA,NA,NA,720575941536291816,77058448537512605,"146826, 140363, 2888"
NA,NA,IN16B055,NA,NA,NA,NA,NA,720575941587386423,76847479810934118,"140667, 144775, 3103"
NA,NA,IN08A036,NA,NA,NA,NA,NA,720575941464921110,76988286220097273,"143851, 147235, 3880"
NA,NA,IN17A022,NA,NA,NA,NA,NA,720575941611960237,76988286019044928,"144394, 146245, 3194"
NA,NA,IN16B060,NA,NA,NA,NA,NA,720575941588007492,76917848622425886,"142290, 144812, 3428"
NA,NA,IN09A002,NA,NA,NA,NA,NA,720575941429526743,76988148580083389,"144593, 141836, 3190"
NA,NA,IN08A050,NA,NA,NA,NA,NA,720575941512847180,76918054780681839,"141528, 149543, 3377"
NA,NA,IN08A036,NA,NA,NA,NA,NA,720575941572018589,76988217366920535,"143400, 143523, 3543"
NA,NA,IN08A025,NA,NA,NA,NA,NA,720575941438961499,76917848622608968,"143172, 143644, 3495"
NA,NA,IN09A006,NA,NA,NA,NA,NA,720575941431078575,77199323531817399,"150305, 143442, 3091"
NA,NA,IN19A011,NA,NA,NA,NA,NA,720575941548447521,77129161080687600,"148978, 149708, 3753"
NA,NA,IN17A025,NA,NA,NA,NA,NA,720575941526964249,76988148714309924,"144753, 142658, 3715"
NA,NA,IN16B018,NA,NA,NA,NA,NA,720575941516037475,77340198526702791,"153865, 148073, 3521"
NA,NA,IN08A046,NA,NA,NA,NA,NA,720575941544212412,76988217500941159,"144010, 145052, 3993"
NA,NA,IN16B036,NA,NA,NA,NA,NA,720575941544954556,77058517391084186,"146658, 142154, 3344"
NA,NA,IN13A047,NA,NA,NA,NA,NA,720575941502642994,77199185958957890,"151012, 140236, 2710"
NA,NA,IN07B016,NA,NA,NA,NA,NA,720575941414330001,76707292212775165,"136934, 160809, 3677"
NA,NA,IN08A002,NA,NA,NA,NA,NA,720575941525827684,77058723684068625,"146991, 148044, 3981"
NA,NA,IN16B033,NA,NA,NA,NA,NA,720575941449947229,76988492110594666,"143466, 152076, 3032"
NA,NA,IN08A036,NA,NA,NA,NA,NA,720575941573996136,77410636191442277,"157439, 150398, 4195"
NA,NA,IN08A034,NA,NA,NA,NA,NA,720575941625342777,76988217567657733,"144893, 144526, 4114"
NA,NA,IN09A091,NA,NA,NA,NA,NA,720575941524073293,76847960780364255,"139333, 159682, 2919"
NA,NA,IN16B038,NA,NA,NA,NA,NA,720575941512342595,77128886001082685,"147859, 142227, 2857"
NA,NA,IN08A034,NA,NA,NA,NA,NA,720575941475351611,76917986195938979,"143313, 148877, 4080"
NA,NA,IN08A026,NA,NA,NA,NA,NA,720575941504493637,77199255081298842,"149867, 142368, 4324"
NA,NA,IN09A064,NA,NA,NA,NA,NA,720575941433384480,76847823475902010,"139670, 154570, 3529"
NA,NA,IN09A064,NA,NA,NA,NA,NA,720575941409774703,76847823408412185,"140513, 154368, 3135"
NA,NA,IN09A064,NA,NA,NA,NA,NA,720575941576954357,76847823408648109,"140215, 154659, 3211"
NA,NA,IN17A052,NA,NA,NA,NA,NA,720575941548923965,77199323531815011,"150441, 144212, 3081"
NA,NA,IN09A064,NA,NA,NA,NA,NA,720575941438943439,76847823408409347,"140608, 154391, 3137"
NA,NA,IN17A020,NA,NA,NA,NA,NA,720575941401795619,76847823274684554,"139671, 154285, 2794"
NA,NA,IN09A096,NA,NA,NA,NA,NA,720575941452265779,76917985725877035,"142085, 148385, 2193"
NA,NA,IN09A072,NA,NA,NA,NA,NA,720575941557635443,77058448537908393,"146053, 139932, 3031"
NA,NA,IN16B042,NA,NA,NA,NA,NA,720575941670491815,77199529690292845,"149598, 150064, 3120"
NA,NA,IN08A030,NA,NA,NA,NA,NA,720575941515614563,76917917475950584,"143138, 146971, 3888"
NA,NA,IN09A083,NA,NA,NA,NA,NA,720575941633195205,77269760928638527,"153356, 146094, 2939"
NA,NA,IN08A007,NA,NA,NA,NA,NA,720575941644226248,77058586178197292,"146661, 144682, 3801"
NA,NA,IN16B076,NA,NA,NA,NA,NA,720575941645073313,77270173379538202,"152070, 159575, 3390"
NA,NA,IN08A019,NA,NA,NA,NA,NA,720575941567249908,76988286018988112,"143564, 146475, 3178"
NA,NA,IN04B066,NA,NA,NA,NA,NA,720575941564389888,76918260604001711,"141941, 156781, 2238"
NA,NA,IN13A051,NA,NA,NA,NA,NA,720575941489308213,77128954988961847,"147914, 144029, 3855"
NA,NA,IN13A051,NA,NA,NA,NA,NA,720575941472113706,77199254946938401,"151550, 141725, 3748"
NA,NA,IN13A011,NA,NA,NA,NA,NA,720575941439191637,76988354738657791,"145081, 148176, 3247"
NA,NA,IN09A014,NA,NA,NA,NA,NA,720575941535539226,76917779768558970,"142126, 141905, 2864"
NA,NA,IN13A047,NA,NA,NA,NA,NA,720575941458953412,77621604716463920,"161865, 147017, 3142"
NA,NA,IN19A061,NA,NA,NA,NA,NA,720575941642560161,77269830050671038,"153487, 148164, 4436"
NA,NA,IN13A051,NA,NA,NA,NA,NA,720575941567114866,77269623691199917,"152093, 141916, 3782"
NA,NA,IN13A043,NA,NA,NA,NA,NA,720575941700563930,77339854795083346,"154130, 139041, 3007"
NA,NA,IN13A041,NA,NA,NA,NA,NA,720575941521531723,77339923648532978,"154003, 140760, 3427"
NA,NA,IN13A050,NA,NA,NA,NA,NA,720575941534751208,77269554971485815,"153371, 141139, 3695"
NA,NA,IN13A012,NA,NA,NA,NA,NA,720575941477921601,77269829714979662,"151819, 147947, 3120"
NA,NA,IN13A050,NA,NA,NA,NA,NA,720575941507838480,77339923716018121,"154454, 140836, 3829"
NA,NA,IN13A051,NA,NA,NA,NA,NA,720575941472143914,77269623623934403,"153467, 142322, 3466"
NA,NA,IN13A049,NA,NA,NA,NA,NA,720575941390725270,77339923581233843,"154653, 139839, 3104"
NA,NA,IN13A060,NA,NA,NA,NA,NA,720575941552582791,77339923715542407,"154868, 139685, 3644"
NA,NA,IN13A060,NA,NA,NA,NA,NA,720575941529892837,77339923715770680,"153777, 140143, 3732"
NA,NA,IN13A010,NA,NA,NA,NA,NA,720575941480232160,77410498551389957,"157117, 145537, 3509"
NA,NA,IN13A035,NA,NA,NA,NA,NA,720575941472158506,77339854862054406,"154536, 137902, 3218"
NA,NA,IN13A060,NA,NA,NA,NA,NA,720575941597911849,77410292392768618,"157047, 140747, 3462"
NA,NA,IN13A061,NA,NA,NA,NA,NA,720575941393489814,77199185958663342,"149666, 141068, 2605"
NA,NA,IN13A061,NA,NA,NA,NA,NA,720575941593438321,77199323397558552,"149837, 143402, 2567"
NA,NA,IN13A051,NA,NA,NA,NA,NA,720575941534746856,77269761197039617,"152747, 146061, 3953"
NA,NA,IN13A060,NA,NA,NA,NA,NA,720575941573290166,77339923716025289,"154035, 140045, 3821"
NA,NA,IN13A056,NA,NA,NA,NA,NA,720575941577049681,77199254678532784,"151326, 141394, 2730"
NA,NA,IN13A071,NA,NA,NA,NA,NA,720575941412004756,77269554770037553,"153046, 140104, 2878"
NA,NA,IN18B018,NA,NA,NA,NA,NA,720575941654967257,76777317225748401,"138255, 150120, 3297"
NA,NA,IN07B006,NA,NA,NA,NA,NA,720575941489431093,76777454798985147,"137955, 154839, 3833"
NA,NA,IN16B046,NA,NA,NA,NA,NA,720575941435625516,76847686170730187,"140122, 149824, 3883"
NA,NA,IN07B002,NA,NA,NA,NA,NA,720575941438574303,76777454798346497,"137567, 155100, 3617"
NA,NA,EN00B026,NA,NA,NA,NA,NA,720575941539999693,75513635438539526,"101677, 237647, 5657"
NA,NA,EN00B008,NA,NA,NA,NA,NA,720575941392167318,76425542559326244,"128740, 151827, 4388"
NA,NA,Tr flexor MN,NA,NA,NA,NA,NA,720575941511883985,77340679898295512,"155355, 161924, 4696"
NA,NA,Acc. ti flexor MN,NA,NA,NA,NA,NA,720575941515355795,77410154819409596,"156738, 136739, 2981"
NA,NA,Ti flexor MN,NA,NA,NA,NA,NA,720575941481179066,77339854795199438,"155292, 137242, 3050"
NA,NA,Acc. ti flexor MN,NA,NA,NA,NA,NA,720575941627155238,77480523630643921,"158315, 136933, 3105"
NA,NA,Ti flexor MN,NA,NA,NA,NA,NA,720575941406488494,77128748495042489,"148101, 138160, 2600"
NA,NA,Ti flexor MN,NA,NA,NA,NA,NA,720575941651501585,77269486050495376,"153320, 137689, 2844"
NA,NA,ltm1-tibia MN,NA,NA,NA,NA,NA,720575941489123047,77128748562359652,"149296, 137760, 2938"
NA,NA,Ta depressor MN,NA,NA,NA,NA,NA,720575941621725948,77058448403526241,"146457, 139483, 2514"
NA,NA,Fe reductor MN,NA,NA,NA,NA,NA,720575941469052535,76776973359538030,"138185, 139738, 2189"
NA,NA,Tr flexor MN,NA,NA,NA,NA,NA,720575941551356570,76988010939588083,"145243, 137803, 2458"
NA,NA,Tr flexor MN,NA,NA,NA,NA,NA,720575941536923624,76987942287089904,"145379, 136596, 2579"
NA,NA,Acc. ti flexor MN,NA,NA,NA,NA,NA,720575941570833736,76988011006563593,"145006, 138109, 2566"
NA,NA,Fe reductor MN,NA,NA,NA,NA,NA,720575941563973174,76917573543576980,"143225, 135940, 2806"
NA,NA,Fe reductor MN,NA,NA,NA,NA,NA,720575941508205185,76917573610430849,"141638, 135225, 2954"
NA,NA,Acc. ti flexor MN,NA,NA,NA,NA,NA,720575941479472258,76988010872346688,"144197, 139220, 2287"
NA,NA,Ta levator MN,NA,NA,NA,NA,NA,720575941720492346,77058448470418950,"145484, 139412, 2632"
NA,NA,ltm1-tibia MN,NA,NA,NA,NA,NA,720575941411838612,77058379751294583,"146176, 139020, 2755"
NA,NA,Ta levator MN,NA,NA,NA,NA,NA,720575941611361811,77058379683707465,"146866,137848,2486"
NA,NA,Tr flexor MN,NA,NA,NA,NA,NA,720575941464194902,77199117239542575,"149649, 137816, 2748"
NA,NA,Ti flexor MN,NA,NA,NA,NA,NA,720575941542454876,77128679775835790,"149327, 136423, 2795"
NA,NA,Fe reductor MN,NA,NA,NA,NA,NA,720575941460703245,77128679842663986,"148567, 136511, 2887"
NA,NA,Tr flexor MN,NA,NA,NA,NA,NA,720575941518851694,77128748495506340,"147667, 137738, 2772"
NA,NA,Acc. ti flexor MN,NA,NA,NA,NA,NA,720575941590872171,77128817214677967,"147889, 139296, 2665"
NA,NA,Acc. ti flexor MN,NA,NA,NA,NA,NA,720575941595856540,77058448470362698,"147002, 140292, 2613"
NA,NA,Fe reductor MN,NA,NA,NA,NA,NA,720575941486064962,77058379818469205,"147016, 137669, 3045"
NA,NA,Acc. ti flexor MN,NA,NA,NA,NA,NA,720575941561977088,77128748495575134,"148852, 138821, 2793"
NA,NA,DVMn 1a-c,NA,NA,NA,NA,NA,720575941566847847,76989111256873070,"143907,171991,5539"
NA,NA,b1 MN,NA,NA,NA,NA,NA,720575941521196211,77762342942962216,"167508,146414,5942"
NA,NA,IN20A.22A008,NA,NA,NA,NA,NA,720575941352944176,75935504306442973,"114540,228480,5745"
NA,NA,IN08B008,NA,NA,NA,NA,NA,720575941514080147,76286110875561821,"124592, 191895, 5036"
NA,NA,IN13B033,NA,NA,NA,NA,NA,720575941665356787,76919360518399197,"142240, 189293, 3828"
NA,NA,IN08B093,NA,NA,NA,NA,NA,720575941563332662,76356548405766249,"125743, 192664, 5120"
NA,NA,IN13A057,NA,NA,NA,NA,NA,720575941447842894,77130398366800151,"148355, 187646, 5033"
NA,NA,IN11A013,NA,NA,NA,NA,NA,720575941533806874,76707635810502231,"136387, 170028, 3788"
NA,NA,IN11A028,NA,NA,NA,NA,NA,720575941490813872,76356067235552226,"126577, 179175, 4669"
NA,NA,IN23B022,NA,NA,NA,NA,NA,720575941491101134,76918466963302194,"142512, 162668, 2853"
NA,NA,IN16B045,NA,NA,NA,NA,NA,720575941595809948,76357441826631274,"125992, 220448, 5524"
NA,NA,IN13B027,NA,NA,NA,NA,NA,720575941679685565,75935916220590251,"113056, 241552, 4305"
NA,NA,IN01B027,NA,NA,NA,NA,NA,720575941554540698,77410704642476490,"156465, 153516, 3175"
NA,NA,IN20A.22A090,NA,NA,NA,NA,NA,720575941660829052,75865273068291655,"112115, 232327, 5974"
NA,NA,IN12B013,NA,NA,NA,NA,NA,720575941549359103,76285835796513575,"122904, 182952, 4300"
NA,NA,IN09A037,NA,NA,NA,NA,NA,720575941551048447,76357235534011223,"125305, 213611, 5035"
NA,NA,IN13A051,NA,NA,NA,NA,NA,720575941609426918,77269554971494494,"153238,141102,3702"
NA,NA,IN09A055,NA,NA,NA,NA,NA,720575941567811118,76427398186437870,"127144, 207063, 5127"
NA,NA,IN01B056,NA,NA,NA,NA,NA,720575941590873707,77269967019733269,"152871, 151666, 2610"
NA,NA,IN09A042,NA,NA,NA,NA,NA,720575941537679821,76497561041228615,"130480, 202244, 6339"
NA,NA,IN09A050,NA,NA,NA,NA,NA,720575941593469803,76497423602186445,"130894, 197473, 6303"
NA,NA,IN09A025,NA,NA,NA,NA,NA,720575941469397981,76638229675642891,"134846,199261,5773"
NA,NA,IN09A047,NA,NA,NA,NA,NA,720575941458792006,76287004296098809,"123366, 217563, 5352"
NA,NA,IN16B033,NA,NA,NA,NA,NA,720575941477365044,76287141668094708,"124513, 221777, 5119"
NA,NA,IN10B032,NA,NA,NA,NA,NA,720575941636474229,76216566697699065,"121214, 215706, 4640"
NA,NA,IN01A065,NA,NA,NA,NA,NA,720575941608881129,75373310066048694,"96663, 249870, 5007"
NA,NA,IN09A055,NA,NA,NA,NA,NA,720575941559092462,76357098095216404,"125797, 210679, 5075"
NA,NA,IN18B051,NA,NA,NA,NA,NA,720575941583458911,76215742064348911,"121034, 192490, 4779"
NA,NA,IN02A066,NA,NA,NA,NA,NA,720575941610103114,76356479821334557,"126763, 192055, 5874"
NA,NA,IN06B059,NA,NA,NA,NA,NA,720575941595871424,76426367126450706,"128716, 176842, 4314"
NA,NA,IN09A058,NA,NA,NA,NA,NA,720575941616467669,76356823552759685,"126848, 201184, 6334"
NA,NA,IN00A063,NA,NA,NA,NA,NA,720575941478509903,76426366992402983,"128501, 177791, 3835"
NA,NA,IN02A045,NA,NA,NA,NA,NA,720575941595154981,76426917217316015,"128776, 193655, 5407"
NA,NA,IN09A010,NA,NA,NA,NA,NA,720575941633088928,76216910832158806,"120864, 225568, 6789"
NA,NA,IN00A063,NA,NA,NA,NA,NA,720575941564201991,76426366992247668,"128685, 177342, 3806"
NA,NA,IN01A082,NA,NA,NA,NA,NA,720575941553558756,76427398186544971,"128165, 207040, 5166"
NA,NA,IN00A045,NA,NA,NA,NA,NA,720575941595307559,76355791955229284,"126058,171896,3228"
NA,NA,IN07B047,NA,NA,NA,NA,NA,720575941404452720,76777798731627382,"139199, 165220, 5002"
NA,NA,IN01B002,NA,NA,NA,NA,NA,720575941588072516,77270379470974750,"152654, 165835, 3205"
NA,NA,IN13B027,NA,NA,NA,NA,NA,720575941588068676,76284873052909916,"123794,155035,1785"
NA,NA,IN09A090,NA,NA,NA,NA,NA,720575941595895708,76357922862935407,"126940, 235004, 5500"
NA,NA,IN20A.22A067,NA,NA,NA,NA,NA,720575941496243579,77269967221422531,"152574, 152538, 3509"
NA,NA,IN19B005,NA,NA,NA,NA,NA,720575941523099383,77129230001618818,"147474, 152038, 4565"
NA,NA,IN06B021,NA,NA,NA,NA,NA,720575941524969497,76777454731734777,"137222, 154228, 3521"
NA,NA,IN09A060,NA,NA,NA,NA,NA,720575941548867389,76357304253416793,"125508, 215307, 5024"
NA,NA,IN19A005,NA,NA,NA,NA,NA,720575941414240145,76217460118049403,"122208, 242272, 4994"
NA,NA,IN13A013,NA,NA,NA,NA,NA,720575941671138727,76848304981850515,"139950, 168958, 5261"
NA,NA,IN03A091,NA,NA,NA,NA,NA,720575941576497753,76567654437859788,"133013, 194419, 4604"
NA,NA,IN08B093,NA,NA,NA,NA,NA,720575941466401622,76286179595106141,"124816, 193447, 5036"
NA,NA,IN07B020,NA,NA,NA,NA,NA,720575941597545664,76988698470449198,"145218, 158608, 3829"
NA,NA,IN01B083,NA,NA,NA,NA,NA,720575941592810454,76708391657431223,"136949, 194206, 3472"
NA,NA,IN04B020,NA,NA,NA,NA,NA,720575941644774305,76847960511615442,"140064, 159536, 2011"
NA,NA,IN20A.22A056,NA,NA,NA,NA,NA,720575941590830888,77340335965207957,"154856, 152483, 3370"
NA,NA,IN20A.22A062,NA,NA,NA,NA,NA,720575941687026415,77340335898682045,"154756,152011,3321"
NA,NA,IN07B064,NA,NA,NA,NA,NA,720575941527015300,76356479686625560,"126144, 191017, 5171"
NA,NA,dMS10,NA,NA,NA,NA,NA,720575941437396012,76425748785327662,"128402, 158389, 4819"
NA,NA,IN19B043,NA,NA,NA,NA,NA,720575941564147346,76425817437385830,"128399, 160446, 4436"
NA,NA,IN20A.22A036,NA,NA,NA,NA,NA,720575941656978256,77340335965613079,"153617, 151699, 3512"
NA,NA,IN12B026,NA,NA,NA,NA,NA,720575941606636909,76073767155616183,"118448, 154840, 2978"
NA,NA,IN20A.22A056,NA,NA,NA,NA,NA,720575941526606082,77340335965136089,"155039, 152109, 3339"
NA,NA,IN20A.22A042,NA,NA,NA,NA,NA,720575941554435411,77199529757401039,"150642, 151489, 3372"
NA,NA,IN03A077,NA,NA,NA,NA,NA,720575941563508224,76075898264932334,"117719,218645,6129"
NA,NA,IN13A031,NA,NA,NA,NA,NA,720575941552600382,76357991649166746,"126703,235788,5648"
NA,NA,IN13A029,NA,NA,NA,NA,NA,720575941642416485,76357991649324951,"126123,236338,5705"
NA,NA,IN19A118,NA,NA,NA,NA,NA,720575941610351337,77129229799875631,"149001,153174,3646"
NA,NA,IN13B019,NA,NA,NA,NA,NA,720575941504471746,76217460117961702,"121312, 242256, 4951"
NA,NA,IN13A059,NA,NA,NA,NA,NA,720575941539154813,76357991582743444,"125412,237235,5620"
NA,NA,IN20A.22A062,NA,NA,NA,NA,NA,720575941547400481,77481073521215249,"158105, 152912, 3818"
NA,NA,IN05B075,NA,NA,NA,NA,NA,720575941559311917,76636923334495531,"133171, 160652, 3197"
NA,NA,IN20A.22A030,NA,NA,NA,NA,NA,720575941503508018,77340336032325484,"155237, 152933, 3623"
NA,NA,IN23B027,NA,NA,NA,NA,NA,720575941593519211,76918467030572490,"142568, 163272, 3171"
NA,NA,IN01B021,NA,NA,NA,NA,NA,720575941626225802,76849129078570401,"140872, 193959, 3144"
NA,NA,Fe reductor MN,NA,NA,NA,NA,NA,720575941637140597,77130398501089178,"148626, 186747, 5581"
NA,NA,IN03A019,NA,NA,NA,NA,NA,720575941618919551,76075966983854018,"117946, 220427, 5930"
NA,NA,IN20A.22A071,NA,NA,NA,NA,NA,720575941553046043,77410911069413916,"156368, 158976, 4244"
NA,NA,IN13B005,NA,NA,NA,NA,NA,720575941610455785,75935916287648353,"114480, 240448, 4396"
NA,NA,IN19A005,NA,NA,NA,NA,NA,720575941508526721,76216773191787911,"121720,221582,5966"
NA,NA,IN20A.22A066,NA,NA,NA,NA,NA,720575941515038531,76146747844104178,"120603, 231753, 5362"
NA,NA,IN13B097,NA,NA,NA,NA,NA,720575941597667264,75231954035137108,"93036,233289,4678"
NA,NA,IN01B061,NA,NA,NA,NA,NA,720575941595897792,77129366970654433,"149251, 156973, 2713"
NA,NA,IN12B057,NA,NA,NA,NA,NA,720575941565778998,75795247585968710,"108624, 243600, 4687"
NA,NA,IN08A005,NA,NA,NA,NA,NA,720575941564419584,76427879223180310,"127404, 222210, 5372"
NA,NA,IN20A.22A069,NA,NA,NA,NA,NA,720575941434878496,77340335965651935,"154415, 153040, 3536"
NA,NA,IN12B068,NA,NA,NA,NA,NA,720575941437233452,76075554398665576,"117356, 208555, 4928"
NA,NA,IN13B050,NA,NA,NA,NA,NA,720575941631001836,75654097646528210,"106253, 231171, 4175"
NA,NA,IN01B022,NA,NA,NA,NA,NA,720575941616403925,77410704642583564,"156493,153052,3222"
NA,NA,IN01B083,NA,NA,NA,NA,NA,720575941661957244,76708391657552182,"135965, 193094, 3516"
NA,NA,IN06B038,NA,NA,NA,NA,NA,720575941539741788,75792773886028656,"110354, 169499, 5426"
NA,NA,IN03A009,NA,NA,NA,NA,NA,720575941542905629,77129504812199052,"148234, 159962, 4231"
NA,NA,IN01B033,NA,NA,NA,NA,NA,720575941520145331,77270173178636371,"151605, 158048, 2782"
NA,NA,IN20A.22A074,NA,NA,NA,NA,NA,720575941668690855,76076379166596301,"117412, 233235, 5446"
NA,NA,IN20A.22A027,NA,NA,NA,NA,NA,720575941541018716,76287416679608469,"124131,230138,5424"
NA,NA,IN02A045,NA,NA,NA,NA,NA,720575941414219665,76426917150228949,"126997, 194149, 5147"
NA,NA,IN19B027,NA,NA,NA,NA,NA,720575941517062803,76075829545328350,"118615, 215628, 6088"
NA,NA,IN13B036,NA,NA,NA,NA,NA,720575941494121344,75583728902386339,"103459, 230343, 4185"
NA,NA,IN20A.22A024,NA,NA,NA,NA,NA,720575941455180525,77270036142024706,"152748, 153922, 4199"
NA,NA,IN01B074,NA,NA,NA,NA,NA,720575941586414404,76708391590151080,"135633, 194419, 3291"
NA,NA,IN20A.22A019,NA,NA,NA,NA,NA,720575941517716396,76076310447200318,"117966, 230529, 5483"
NA,NA,MNml79,NA,NA,NA,NA,NA,720575941587334199,77130192073713231,"148546,181275,4382"
NA,NA,IN00A028,NA,NA,NA,NA,NA,720575941506772574,76426435711606578,"128490, 178522, 3764"
NA,NA,IN09B043,NA,NA,NA,NA,NA,720575941447879188,76426435577211559,"127064, 179765, 3189"
NA,NA,IN02A029,NA,NA,NA,NA,NA,720575941478548559,76495842517287497,"130975, 150077, 4272"
NA,NA,IN16B108,NA,NA,NA,NA,NA,720575941577677657,76357922863143312,"125787,234990,5576"
NA,NA,IN01B042,NA,NA,NA,NA,NA,720575941597520064,76006491391326730,"114912, 247248, 5120"
NA,NA,IN13B090,NA,NA,NA,NA,NA,720575941583238278,75513360158071261,"100683, 230724, 4129"
NA,NA,IN12A001,NA,NA,NA,NA,NA,720575941600259369,76567448346217437,"131105, 187081, 4759"
NA,NA,IN20A.22A055,NA,NA,NA,NA,NA,720575941571637000,76919429372130119,"142694, 192146, 4342"
NA,NA,IN20A.22A009,NA,NA,NA,NA,NA,720575941611675411,76848991975402404,"140868, 188805, 4531"
NA,NA,IN01B023,NA,NA,NA,NA,NA,720575941538033906,76146747642563138,"119826, 231947, 4514"
NA,NA,IN13A028,NA,NA,NA,NA,NA,720575941615299481,76357922930325880,"126863,234714,5854"
NA,NA,IN08B036,NA,NA,NA,NA,NA,720575941576983121,76426917150304174,"127911, 192741, 5166"
NA,NA,IN08B008,NA,NA,NA,NA,NA,720575941480426950,76286179595044221,"124428, 193139, 5015"
NA,NA,IN05B016,NA,NA,NA,NA,NA,720575941408471855,76075554331568519,"118746,207731,4685"
NA,NA,IN20A.22A049,NA,NA,NA,NA,NA,720575941571620872,76146610471903479,"120441, 227918, 5482"
NA,NA,IN01B042,NA,NA,NA,NA,NA,720575941456045552,76217322611828129,"120924, 238853, 4617"
