species,region,cell_type,hemilineage,neurotransmitter_verified,neurotransmitter_verified_source,neurotransmitter_verified_evidence,neurotransmitter_verified_confidence
adult_drosophila_melanogaster,central_brain,"FC1A,FC1B,FC1F",DM1_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1A,FC1B,FC1F",DM2_CX_d1,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1A,FC1B,FC1F",DM2_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1A,FC1B,FC1F",DM3_CX_d1,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1A,FC1B,FC1F",DM3_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1A,FC1B,FC1F",DM4_CX_d1,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1A,FC1B,FC1F",DM4_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1A,FC1B,FC1F",DM4_CX_d3,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC1C,DM1_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC1C,DM2_CX_d1,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC1C,DM2_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC1C,DM3_CX_d1,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC1C,DM3_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC1C,DM4_CX_d1,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC1C,DM4_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC1C,DM4_CX_d3,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1D,FC1E",DM1_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1D,FC1E",DM2_CX_d1,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1D,FC1E",DM2_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1D,FC1E",DM3_CX_d1,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1D,FC1E",DM3_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1D,FC1E",DM4_CX_d1,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1D,FC1E",DM4_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,"FC1D,FC1E",DM4_CX_d3,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC3,DM1_CX_d2,"acetylcholine, serotonin, gaba-negative, glutamate-negative, dopamine-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC3,DM2_CX_d1,"acetylcholine, serotonin, gaba-negative, glutamate-negative, dopamine-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC3,DM2_CX_d2,"acetylcholine, serotonin, gaba-negative, glutamate-negative, dopamine-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC3,DM3_CX_d1,"acetylcholine, serotonin, gaba-negative, glutamate-negative, dopamine-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC3,DM3_CX_d2,"acetylcholine, serotonin, gaba-negative, glutamate-negative, dopamine-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC3,DM4_CX_d1,"acetylcholine, serotonin, gaba-negative, glutamate-negative, dopamine-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC3,DM4_CX_d2,"acetylcholine, serotonin, gaba-negative, glutamate-negative, dopamine-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FC3,DM4_CX_d3,"acetylcholine, serotonin, gaba-negative, glutamate-negative, dopamine-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,FNM2,16B,glutamate,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,central_brain,FR1,DM1_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FR1,DM2_CX_d1,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FR1,DM3_CX_d1,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FR1,DM3_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FR1,DM4_CX_d1,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FR1,DM4_CX_d3,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FR1,DM2_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,central_brain,FR1,DM4_CX_d2,"acetylcholine, gaba-negative, glutamate-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative","Wolff et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,Fe reductor MN,24B.25B,glutamate,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,GFC2,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,GFC3,11A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,GFC4,11A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,optic_lobe,HBeyelet,NA,"histamine, acetylcholine",Pollack and Hofbauer 1991,immuno,5
adult_drosophila_melanogaster,optic_lobe,HBeyelet,NA,"histamine, acetylcholine",Yasuyama and Meinertzhagen 1999,immuno,5
adult_drosophila_melanogaster,optic_lobe,HSE,putative_primary,acetylcholine,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,optic_lobe,HSN,putative_primary,acetylcholine,"Zhao et  al., 2023",FISH,3
adult_drosophila_melanogaster,optic_lobe,HSS,NA,acetylcholine,"Zhao et  al., 2023",FISH,3
adult_drosophila_melanogaster,central_brain,IB051,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,central_brain,IB068,DM5_central,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,central_brain,IB069,DM5_central,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,central_brain,IB076,DM5_central,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,central_brain,IB084,DM5_central,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,optic_lobe,IB085,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,optic_lobe,IB088,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,optic_lobe,IB089,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,optic_lobe,IB090,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,optic_lobe,IB091,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,central_brain,IB109,SMPp&v1_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,central_brain,IB110,SMPp&v1_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,central_brain,IB117,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,central_brain,IB118,putative_primary,serotonin,"Chiang et al., 2011",MCFO,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A002,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A003,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A004,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A005,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A007,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A008,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A009,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A010,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A011,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A012,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A013,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A014,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A016,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A018,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A019,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A020,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A021,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A022,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A023,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A024,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A025,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A026,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A027,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A028,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A029,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A030,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A031,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A032,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A033,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A034,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A035,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A036,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A037,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A038,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A039,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A040,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A041,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A042,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A043,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A044,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A045,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A046,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A047,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A048,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A049,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A050,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A051,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A053,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A054,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A055,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A056,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A057,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A058,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A059,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A060,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A061,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A062,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A063,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A064,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A065,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A066,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A067,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A068,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A069,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN00A071,00A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A001,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A002,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A003,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A004,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A005,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A007,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A008,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A009,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A010,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A011,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A012,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A013,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A015,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A016,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A017,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A018,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A019,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A020,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A022,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A023,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A024,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A025,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A026,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A027,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A028,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A029,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A030,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A031,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A032,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A034,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A035,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A036,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A037,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A038,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A039,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A040,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A041,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A042,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A043,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A044,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A045,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A046,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A047,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A048,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A050,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A051,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A052,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A053,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A054,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A056,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A057,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A058,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A059,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A060,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A061,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A062,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A063,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A064,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A065,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A066,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A067,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A068,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A069,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A070,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A071,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A072,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A073,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A074,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A075,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
adult_drosophila_melanogaster,ventral_nerve_cord,IN01A076,01A,acetylcholine,Lacin et al. 2019,EASI-FISH,4
