bodyid,pre,type,species,region,hemilineage,neurotransmitter_verified,neurotransmitter_verified_source,neurotransmitter_verified_evidence,neurotransmitter_verified_confidence
332003372,161,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
332003372,161,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
332003372,161,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332003372,161,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332003372,161,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332003372,161,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332003730,139,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
332003730,139,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
332003730,139,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
332003730,139,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
332003730,139,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332003730,139,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332003730,139,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332003730,139,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332003899,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
332003899,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
332003899,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
332003899,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
332003899,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332003899,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332003899,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332003899,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344539,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344539,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344539,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344539,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344539,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344539,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344539,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344539,128,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344592,149,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344592,149,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344592,149,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344592,149,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344592,149,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344592,149,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344592,149,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344592,149,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344670,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344670,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344670,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344670,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344670,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344670,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344670,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344670,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344760,134,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344760,134,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344760,134,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344760,134,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
332344760,134,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344760,134,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344760,134,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332344760,134,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332349228,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
332349228,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
332349228,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
332349228,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
332349228,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332349228,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332349228,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332349228,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332349327,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
332349327,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
332349327,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
332349327,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
332349327,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332349327,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332349327,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332349327,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332685594,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
332685594,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
332685594,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
332685594,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
332685594,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332685594,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332685594,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332685594,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332685751,160,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
332685751,160,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
332685751,160,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
332685751,160,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
332685751,160,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332685751,160,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332685751,160,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332685751,160,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332685755,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
332685755,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
332685755,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
332685755,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
332685755,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332685755,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332685755,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332685755,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332690153,179,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
332690153,179,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
332690153,179,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
332690153,179,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
332690153,179,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332690153,179,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332690153,179,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
332690153,179,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363034501,152,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
363034501,152,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
363034501,152,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
363034501,152,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
363034501,152,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363034501,152,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363034501,152,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363034501,152,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363038752,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
363038752,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
363038752,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
363038752,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
363038752,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363038752,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363038752,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363038752,156,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363370708,144,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
363370708,144,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
363370708,144,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
363370708,144,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
363370708,144,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363370708,144,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363370708,144,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363370708,144,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363375247,158,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
363375247,158,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
363375247,158,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
363375247,158,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
363375247,158,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363375247,158,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363375247,158,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363375247,158,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363375408,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
363375408,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
363375408,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
363375408,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
363375408,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363375408,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363375408,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363375408,166,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363375475,150,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
363375475,150,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
363375475,150,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
363375475,150,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
363375475,150,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363375475,150,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363375475,150,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363375475,150,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363379387,130,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
363379387,130,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
363379387,130,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
363379387,130,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
363379387,130,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363379387,130,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363379387,130,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363379387,130,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363716151,168,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
363716151,168,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
363716151,168,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
363716151,168,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
363716151,168,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363716151,168,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363716151,168,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363716151,168,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363724985,161,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
363724985,161,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
363724985,161,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
363724985,161,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
363724985,161,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363724985,161,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363724985,161,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363724985,161,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363724996,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
363724996,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
363724996,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
363724996,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
363724996,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363724996,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363724996,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363724996,169,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363725096,135,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
363725096,135,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
363725096,135,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
363725096,135,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
363725096,135,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363725096,135,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363725096,135,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
363725096,135,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
364066029,115,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
364066029,115,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
364066029,115,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
364066029,115,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
364066029,115,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
364066029,115,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
364066029,115,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
364066029,115,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
364070309,138,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
364070309,138,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
364070309,138,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
364070309,138,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
364070309,138,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
364070309,138,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
364070309,138,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
364070309,138,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
394755632,132,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
394755632,132,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
394755632,132,KCab-c,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
394755632,132,KCab-c,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
394755632,132,KCab-c,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
394755632,132,KCab-c,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,"immuno, RNAi",5
