species,region,cell_type,hemilineage,neurotransmitter_verified,neurotransmitter_verified_source,neurotransmitter_verified_evidence,neurotransmitter_verified_confidence
adult_drosophila_melanogaster,midbrain,CB1577,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1591,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1593,SLPal1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1603,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1610,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB1627,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1636,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1642,VLPp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1649,VLPp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1656,DL2_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,CB1656,DL2_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1658,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB1661,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1683,SLPad1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1696,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1699,SLPad1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1709,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB1712,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1726,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1731,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1734,VLPp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1745,VLPp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1755,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,sez,CB1760,WEDa1,gaba,"Ito et al., 2013",immuno,5
adult_drosophila_melanogaster,midbrain,CB1770,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB1775,SMPp&v1_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1783,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1784,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1790,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1791,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB1808,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1815,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1823,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1835,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1841,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1850,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1864,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1865,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1870,LHl2_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,CB1876,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1880,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1892,AOTUv3_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1895,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1906,VLPa1_lateral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1924,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1926,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,sez,CB1942,WEDa1,gaba,"Ito et al., 2013",immuno,5
adult_drosophila_melanogaster,midbrain,CB1945,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,sez,CB1948,WEDa1,gaba,"Ito et al., 2013",immuno,5
adult_drosophila_melanogaster,midbrain,CB1950,SLPav1_medial,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB1957,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1958,PSp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,sez,CB1960,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1961,VPNp1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1963,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1966,VLPp&l1_anterior,gaba,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,sez,CB1969,WEDa1,gaba,"Ito et al., 2013",immuno,5
adult_drosophila_melanogaster,midbrain,CB1981,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1988,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,CB1988,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1991,SLPal1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,sez,CB2000,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2003,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB2004,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,CB2009,AOTUv3_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2019,LHd1,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,CB2019,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2020,ALv1,gaba,Liang et al. 2013,immuno,5
adult_drosophila_melanogaster,sez,CB2023,WEDa1,gaba,"Ito et al., 2013",immuno,5
adult_drosophila_melanogaster,midbrain,CB2026,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2029,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2031,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2032,SLPad1_anterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2037,DM5_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2046,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2048,SLPav1_medial,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB2064,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2064,LHp1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,CB2068,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2070,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,sez,CB2072,WEDa1,gaba,"Ito et al., 2013",immuno,5
adult_drosophila_melanogaster,midbrain,CB2082,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2088,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,sez,CB2093,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2094,DM5_central,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2102,VLPp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2111,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2113,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2116,SLPad1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2135,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2145,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2146,SLPad1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2147,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2151,VPNp&v1_posterior,gaba,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,CB2161,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,CB2161,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2164,VLPa1_lateral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2171,VLPa1_lateral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2173,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2174,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2184,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2194,SLPad1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2196,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB2200,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2211,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2217,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,sez,CB2228,WEDa1,gaba,"Ito et al., 2013",immuno,5
adult_drosophila_melanogaster,sez,CB2238,WEDa1,gaba,"Ito et al., 2013",immuno,5
adult_drosophila_melanogaster,midbrain,CB2243,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2244,SLPad1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2248,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,sez,CB2270,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2271,VLPp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2273,SLPal1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2279,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2283,SLPad1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2285,SLPad1_anterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2290,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2298,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB2300,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2307,ALv1,gaba,Liang et al. 2013,immuno,5
adult_drosophila_melanogaster,midbrain,CB2311,SLPav1_medial,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB2317,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2319,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2335,SLPal1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2338,PSa1,gaba,"Ito et al., 2013",immuno,5
adult_drosophila_melanogaster,sez,CB2347,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2352,VLPp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2354,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2358,SLPal1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,sez,CB2366,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2372,ALv1,gaba,Liang et al. 2013,immuno,5
adult_drosophila_melanogaster,midbrain,CB2375,DL2_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2376,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2388,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,CB2388,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2397,DM5_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2398,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2401,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2419,SLPav1_medial,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB2421,SLPal1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2424,VLPa1_lateral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2436,SLPav1_medial,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB2438,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB2439,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2451,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2465,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2482,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2500,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2502,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2524,DL2_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2529,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB2536,ALv1,gaba,Liang et al. 2013,immuno,5
adult_drosophila_melanogaster,midbrain,CB2549,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2550,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2552,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2559,DL2_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,CB2559,DL2_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2560,SLPad1_anterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2561,ALv1,gaba,Liang et al. 2013,immuno,5
adult_drosophila_melanogaster,midbrain,CB2568,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB2572,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2582,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2584,SLPad1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2587,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB2589,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,CB2591,VLPp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2598,SLPad1_anterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2628,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2656,SLPad1_anterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2671,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2692,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2696,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,sez,CB2698,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2703,ALv1,gaba,Liang et al. 2013,immuno,5
adult_drosophila_melanogaster,midbrain,CB2707,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2708,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2711,ALv1,gaba,Liang et al. 2013,immuno,5
adult_drosophila_melanogaster,midbrain,CB2712,VLPp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2720,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2725,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2730,CREa1_dorsal,dopamine,Mao & Davis 2009,immuno,5
adult_drosophila_melanogaster,midbrain,CB2733,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2736,SLPad1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2737,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2752,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2754,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2761,ALv1,gaba,Liang et al. 2013,immuno,5
adult_drosophila_melanogaster,midbrain,CB2767,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2772,ALv1,gaba,Liang et al. 2013,immuno,5
adult_drosophila_melanogaster,midbrain,CB2782,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2786,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2787,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2790,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2796,VPNp1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,sez,CB2800,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2806,DM5_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2808,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2809,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2813,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2816,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2817,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2819,SLPad1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,sez,CB2824,WEDa1,gaba,"Ito et al., 2013",immuno,5
adult_drosophila_melanogaster,midbrain,CB2826,DM5_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2827,DL2_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2833,VPNp1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2836,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2840,VLPd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2842,VLPd&p1_posterior,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,CB2842,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2843,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB2844,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2848,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2850,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2867,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2885,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2888,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB2892,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2896,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2897,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2900,ALv1,gaba,Liang et al. 2013,immuno,5
adult_drosophila_melanogaster,midbrain,CB2901,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB2904,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2910,DL2_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2917,VLPp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2929,SLPad1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2932,SLPad1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2933,DM5_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2934,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2937,SLPad1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2945,SLPad1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2953,PSp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2954,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB2960,DL2_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
