species,region,cell_type,hemilineage,known_nt,known_nt_source,known_nt_evidence,known_nt_confidence
adult_drosophila_melanogaster,midbrain,LPsP,putative_primary,glutamate,Reimers et al.,intersection,4
adult_drosophila_melanogaster,midbrain,LT57,SLPav1_medial,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,LT81,VPNp1_lateral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,LTe11,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,LTe43,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,LTe49a,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,LTe49b,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,LTe49c,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,LTe49d,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,LTe49e,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,LTe49f,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,LTe61,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,LTe65,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,LTe66,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,LTe67,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,LTe68,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,LTe71,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,LTe71,SLPpl1,glutamate,"Sun et al., 2022",immuno,5
adult_drosophila_melanogaster,optic_lobes,Lawf1,NA,acetylcholine,"Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,optic_lobes,Lawf2,NA,"acetylcholine, nitric oxide","Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,optic_lobes,Li13,NA,gaba,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,optic_lobes,Li19,NA,gaba,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,optic_lobes,Li2,NA,gaba,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,midbrain,MB-C1,VPNp&v1_posterior,gaba,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,MBON01,putative_primary,glutamate,Aso et al. 2019,scRNA-seq,3
adult_drosophila_melanogaster,midbrain,MBON01,putative_primary,glutamate,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON02,putative_primary,glutamate,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON03,putative_primary,glutamate,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON04,putative_primary,glutamate,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON05,putative_primary,glutamate,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON06,putative_primary,glutamate,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON06,putative_primary,glutamate,"Aso et al., 2019",scRNA-seq,3
adult_drosophila_melanogaster,midbrain,MBON07,putative_primary,glutamate,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON07,putative_primary,glutamate,"Aso et al., 2019",scRNA-seq,3
adult_drosophila_melanogaster,midbrain,MBON09,putative_primary,gaba,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON10,EBa1,gaba,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON11,putative_primary,gaba,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON11,putative_primary,gaba,"Aso et al., 2019",scRNA-seq,3
adult_drosophila_melanogaster,midbrain,MBON12,FLAa2,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON13,FLAa2,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON14,FLAa2,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON14,FLAa2,acetylcholine,"Aso et al., 2019",scRNA-seq,3
adult_drosophila_melanogaster,midbrain,MBON15,DL1_dorsal,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON15-like,DL1_dorsal,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON16,DL1_dorsal,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON16,DL1_dorsal,acetylcholine,"Aso et al., 2019",scRNA-seq,3
adult_drosophila_melanogaster,midbrain,MBON17,DL1_dorsal,acetylcholine,Aso et al. 2019,scRNA-seq,3
adult_drosophila_melanogaster,midbrain,MBON17,DL1_dorsal,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON17-like,DL1_dorsal,acetylcholine,Aso et al. 2019,scRNA-seq,3
adult_drosophila_melanogaster,midbrain,MBON17-like,DL1_dorsal,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON18,DL1_dorsal,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON19,DL1_dorsal,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON20,putative_primary,gaba,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON28,DL1_dorsal,acetylcholine,ASB,educated guess,0
adult_drosophila_melanogaster,midbrain,MBON29,DL2_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,MBON33,putative_primary,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MTe05,NA,acetylcholine,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,midbrain,MTe48,NA,gaba,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,midbrain,MTe50,NA,acetylcholine,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,midbrain,MZ_lvPN,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,MZ_lvPN,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_adPNm3,ALad1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_adPNm3,ALad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_adPNm6,ALad1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_adPNm6,ALad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_adPNm7,ALad1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_adPNm7,ALad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_adPNm8,ALad1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_adPNm8,ALad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,"M_ilPNm90,M_ilPN8t91",putative_primary,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_l2PNm15,ALl1_ventral,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lPNm11A,ALl1_ventral,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lPNm11B,ALl1_ventral,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lPNm11C,ALl1_ventral,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lPNm11D,ALl1_ventral,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm24,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm24,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm25,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm25,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm26,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm26,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm27,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm27,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm28,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm28,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm29,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm29,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm31,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm31,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm35,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm35,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm37,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm37,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm39,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm39,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm40,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm40,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm41,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm41,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm42,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm42,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm43,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm43,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm44,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm44,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm45,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm45,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm46,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm46,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm47,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm47,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_lvPNm48,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm48,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,M_vPNml50,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml51,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml53,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml54,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml55,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml57,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml60,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml62,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml63,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml64,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml65,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml67,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml68,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml69,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml72,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml80,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml84,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,MeLp2,NA,glutamate,"Zhao et al., 2023",FISH,3
adult_drosophila_melanogaster,midbrain,MeMe_e11,NA,acetylcholine,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,midbrain,MeTu1,NA,acetylcholine,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,optic_lobes,Mi1,NA,acetylcholine,"Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,optic_lobes,Mi15,NA,"acetylcholine, nitric oxide, dopamine","Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,optic_lobes,Mi4,NA,"gaba, nitric oxide","Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,optic_lobes,Mi9,NA,glutamate,"Takemura et al., 2017",immuno,5
adult_drosophila_melanogaster,optic_lobes,Mi9,NA,"glutamate, gaba","Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,midbrain,MsAHN,NA,histamine,"Cheong et al., 2023",EASI-FISH,4
adult_drosophila_melanogaster,optic_lobes,Mt4,NA,gaba,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,midbrain,MtAHN,NA,histamine,"Cheong et al., 2023",EASI-FISH,4
adult_drosophila_melanogaster,midbrain,NPFL1-I,putative_primary,acetylcholine-negative,"Croset et al., 2018",scRNA-seq,3
adult_drosophila_melanogaster,midbrain,Nod1,NA,acetylcholine,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,midbrain,Nod2,putative_primary,acetylcholine,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,midbrain,OA-AL2b1,putative_primary,octopamine,"Busch et al., 2009",immuno,5
adult_drosophila_melanogaster,midbrain,OA-AL2b2,putative_primary,tyramine,"Chiang et al., 2011","MCFO, unsure",1
adult_drosophila_melanogaster,midbrain,OA-AL2i1,putative_primary,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-AL2i2,putative_primary,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-AL2i3,putative_primary,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-AL2i4,putative_primary,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-ASM1,putative_primary,octopamine,"Busch et al., 2009",immuno,5
adult_drosophila_melanogaster,midbrain,OA-VPM3,putative_primary,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VPM4,putative_primary,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa1,MD0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa1,MX0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa2,MD0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa2,MX0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa3,MD0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa3,MX0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa4,MD0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa4,MX0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa5,MD0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa5,MX0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa6,MD0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa7,MX0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa8,MX0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,ORN_D,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_D,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA1,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA1,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA2,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA2,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA3,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA3,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA4l,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA4l,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA4m,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA4m,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DC1,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DC1,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DC2,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DC2,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DC3,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DC3,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DC4,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DC4,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL1,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL1,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL2d,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL2d,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL2v,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL2v,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL3,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL3,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL4,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL4,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL5,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL5,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM1,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM1,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM2,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM2,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM3,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM3,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM4,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM4,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM5,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM5,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM6,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM6,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DP1l,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DP1l,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DP1m,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DP1m,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_V,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_V,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA1d,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA1d,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA1v,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA1v,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA2,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA2,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA3,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA3,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA4,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA4,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA5,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA5,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA6,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA6,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA7l,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA7l,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA7m,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA7m,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VC1,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VC1,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VC2,NA,acetylcholine,"Carlsson et al., 2010",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VC2,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
